"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.0275,0,0,0,0,0,0,0,0,0,0.532,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.1391,0,0,0,0,0,0,0,0,0,0,0,-0.3371,0,0,0,0,0
"A_Cmpn",0,0,0.1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,-0.3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,-0.2505,0,-0.3685,0,0,0,-0.3029,0,0,0,-0.3045,0,0.3055,0,0,0,-0.3094
"N_Anxty",0,0,0,0,0,0.0333,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,-0.2879,0,0.17,0,0,0,0,0,0,0.4398,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.0531,0,0,0,0,0,0,0.2792,0,0,0.491,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.2865,0,0,0,0,-0.3467,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
