"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4571,0,0,0,0
"E_EnerLev",0,0.0097,0,0,0,0,0,0,0,0,0,0,0.4053,0,0,0,0,0,0
"A_Cmpn",0,0,-0.2508,0,0,0,0,0,0,0,0,0,0.383,0,0,0,0,0,0
"A_Rspct",0,0,0,0.0317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.3278,0,0,0,0,0,-0.5744,0,0,0,0,0.6393,0,0.326,0
"N_Anxty",0,-0.3208,0,0,0,0.1779,0,0,0,0,0,-0.5555,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.0137,0,0,0,0,0,0,0,0.7058,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.2329,0,0,0,0,0,-0.3563,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.2591,0,0,0,0,-0.7142,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
