"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4195,0,0,0
"E_EnerLev",0,-0.1481,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5067,0,0,0
"A_Cmpn",0,0,-0.2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.2363,0,0,0,0,0,0,0,0,0,-0.4515,0,0,0,0,0
"N_Depr",0,0,0,0,-0.1494,0,0,0,0,0,0,0,0,0,0.5133,0,0,0,0
"N_Anxty",0,0,0,0,0,-0.0316,0,0,0,0,0,0,0,0,0,0.3491,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1249,0,0,0,0,0,-0.3705,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.011,0,0,0,0,0,0,0,-0.3627,0,0,0
"C_Rspnbl",0,0,0,0.3017,0,0,0,0,0.1117,0,0.2679,0,0,-0.3425,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
