"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.0134,0,0,0,0,0,0,0,0.5902,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.0347,0,0,0,0,0,0,0,0.3802,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.1715,0,0,0,0,0,0,0,0,0,0,-0.6982,0,0,0,0,0
"A_Rspct",0,0,0,-0.2359,-0.5174,0,0,0,0,0,0.772,0,0,0,0,0,-0.4418,0,0
"N_Depr",-0.8251,1.2085,0.1674,-0.3469,-0.7625,0.1744,0.4872,-0.4947,0,-0.6557,0.3239,0.4398,-0.8701,0,0,0,0.4919,0,1.0421
"N_Anxty",-0.269,0,0,0,0,0.1043,0,0,0,0,0,0,0,0.6202,0,0,0.2841,-0.2639,0
"N_EmoVol",0,0,0,0,0,0,-0.177,0,0,0,0,0,0,0.928,0,0,0,0,0
"C_Prdctv",0,-0.3899,0,0,0,0,-0.3856,-0.0758,0,0,0,0,0,0,0,-0.6363,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1942,0,0,0,0.4928,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
