"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",0.9354,0.104,0.0227,0.1671,0.0564,7e-04,0.0245,-0.0542,0.3224,0.0488,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.104,0.982,-0.0857,-0.14,-0.327,-0.0238,0.1292,-0.0139,0.1194,0.2626,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.0227,-0.0857,0.9678,0.1395,0.1766,0.3545,-0.0355,0.0349,0.0509,0.0789,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1671,-0.14,0.1395,0.9917,0.0994,0.0788,-0.021,0.1476,0.0446,0.0938,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0564,-0.327,0.1766,0.0994,0.9858,0.1298,0.0668,-0.3276,0.0153,-0.0022,0,0,0,0,0,0,0,0,0
"N_Deprlag",7e-04,-0.0238,0.3545,0.0788,0.1298,0.9198,-0.0451,0.2263,0.1393,0.1138,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0245,0.1292,-0.0355,-0.021,0.0668,-0.0451,0.9966,-0.0117,0.086,0.1209,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0542,-0.0139,0.0349,0.1476,-0.3276,0.2263,-0.0117,0.9957,0.1643,-0.1931,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.3224,0.1194,0.0509,0.0446,0.0153,0.1393,0.086,0.1643,0.9996,0.4503,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0488,0.2626,0.0789,0.0938,-0.0022,0.1138,0.1209,-0.1931,0.4503,0.9824,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.8157,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.6249,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.8956,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7369,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8433,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7087,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6889,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4408,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89
