"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3439,0,0
"E_EnerLev",0,-0.0573,0,0,0,0,0,0,0,0.588,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.2125,0,0,0,0,0,0,0,0.3927,0,0,0,0,0,0,0,0.4243
"A_Rspct",0,0,0,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,-0.0861,0,0,0,0,0,0,0,0,0,0.5821,0,0,0,0
"N_Anxty",0,0,0,0,0,0.0744,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.0098,0,0,0,0,0,0,0.5713,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.1602,0,0,0,0,0,0,0,-0.4445,0,0,0
"C_Rspnbl",0,0.2989,0,0,0,0,0,0,-0.1139,0,0,0,0,0,0,0,0.5117,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
