"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.4097,0,0,0,0,0,0,0.3305,0,0,0,0,0,0,0,0,0.5683,0,0
"E_EnerLev",0,-0.0999,0,-0.2393,0,0,0,0,0.4377,0.4934,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.2558,0,0,0,0,0,0.2794,0.3715,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,-0.1405,0,0,0,0,0,0,0,0,0,0,-0.3073,0,0,0,0
"N_Depr",0,0,0,0,0.1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,-0.3092,0.2776,-0.2753,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0.384,0,0,0,0,0.1278,0,0,0,-0.3127,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,-0.2743,0,0.3948,0,0,0.4935,0,0,0,-0.4734,0,0,0,0,0,0,0
"C_Rspnbl",0,0,-0.3155,0,0,0.2443,-0.3147,0,-0.1079,0,0.3707,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
