"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1268,0,0,0,0,0,0,0,0,0,0.1284,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.1217,0,0,0,0,0,0,0,0,0,0.1176,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.1219,0,0,0,0,0,0,0,0,0,0,0.1196,0,0,0,0,0
"A_Rspct",0,0,0,0.1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1134,0,0,0,0,0,0,0,0,0,0.1146,0,0,0,0
"N_Anxty",0,0,0,0,0.1548,0.1553,0,0,0,0,0,0,0,0,0,0,0,0,0.1391
"N_EmoVol",0,0,0,0,0,0,0.1402,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1185,0,0,0.1192,0,0,0,0,0,0,0.1171,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1258,0,0,0,0,0.125,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
