"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,-0.06,0.0388,0.1609,0.1838,-0.1626,-0.1123,-0.2141,-0.0141,8e-04,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.06,1,0.3704,0.0695,0.057,-0.0136,-0.0033,0.3773,0.058,0.1089,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.0388,0.3704,1,0.3819,0.3126,-0.3902,-0.3728,-0.2358,0.4626,0.1897,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1609,0.0695,0.3819,1,0.29,-0.0987,-0.13,-0.2366,0.2358,0.3064,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1838,0.057,0.3126,0.29,1,-0.2485,-0.2462,-0.274,0.4593,0.2615,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1626,-0.0136,-0.3902,-0.0987,-0.2485,1,0.4707,0.3696,-0.3625,-0.2294,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1123,-0.0033,-0.3728,-0.13,-0.2462,0.4707,1,0.4429,-0.5359,-0.2835,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.2141,0.3773,-0.2358,-0.2366,-0.274,0.3696,0.4429,1,-0.352,-0.0645,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.0141,0.058,0.4626,0.2358,0.4593,-0.3625,-0.5359,-0.352,1,0.3739,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",8e-04,0.1089,0.1897,0.3064,0.2615,-0.2294,-0.2835,-0.0645,0.3739,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.9961,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.663,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.8052,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8006,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7808,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8596,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7044,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8526
