"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127,0
"E_EnerLev",0,0.1049,0,0,0,0,0,0,0,0,0,0.1037,0,0,0.1079,0,0,0.1069,0
"A_Cmpn",0,0,0.1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.0932,0,0,0,0,0,0,0,0.0937,0,0.1062,0,0,0.1303,0.1252,0
"N_Depr",0,0,0,0,0.1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1115,0,0,0,0,0,0,0.1131,0,0,0.1136,0,0,0.1129
"N_EmoVol",0,0,0,0,0,0,0.1198,0,0,0.1218,0,0,0,0.1239,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1316,0,0,0,0,0,0.1335,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.109,0,0,0,0,0,0,0,0.1084,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
