"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.0871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.0203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3392,0,0
"A_Cmpn",0,0,0.1566,0,0,-0.2677,0,0,-0.4566,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0.2918,-0.1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,-0.1861,0,0,0,0,0,0,0,0,0,-0.2678,0.3366,0,-0.3134,0
"N_Anxty",0,0,0,0,0,-0.0194,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.0044,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,-0.3853,0,0,0,0,0.2632,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0.4038,0,0,0.1055,0.2794,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
