"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,0.0788,-9e-04,0.3275,0.2389,0.0427,0.2149,0.1069,-0.0654,-0.054,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.0788,1,0.5874,0.4036,0.0898,-0.0499,-0.1122,-0.0197,0.3502,0.3299,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-9e-04,0.5874,1,0.3967,-0.0127,-0.2067,-0.1016,-0.0511,0.3285,0.1093,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.3275,0.4036,0.3967,1,0.107,-0.0767,-0.0258,0.1361,0.0715,0.1179,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.2389,0.0898,-0.0127,0.107,1,-0.2228,-0.1173,-0.1121,0.117,-0.0516,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.0427,-0.0499,-0.2067,-0.0767,-0.2228,1,0.5747,0.566,-0.3571,-0.1533,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.2149,-0.1122,-0.1016,-0.0258,-0.1173,0.5747,1,0.516,-0.2245,-0.1994,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.1069,-0.0197,-0.0511,0.1361,-0.1121,0.566,0.516,1,-0.4378,-0.2895,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.0654,0.3502,0.3285,0.0715,0.117,-0.3571,-0.2245,-0.4378,1,0.5292,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.054,0.3299,0.1093,0.1179,-0.0516,-0.1533,-0.1994,-0.2895,0.5292,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.8649,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.6453,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.6721,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.658,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9945,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6739,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7756,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6505
