"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,0.1488,-0.0152,0.09,-0.0493,-0.1721,-0.1734,-0.1633,0.3071,0.2793,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.1488,1,0.4968,0.2417,0.0047,-0.3668,-0.232,-0.187,0.0435,0.2614,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.0152,0.4968,1,0.1682,0.1021,-0.318,3e-04,-0.2152,0.1928,0.1769,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.09,0.2417,0.1682,1,0.1717,-0.2614,-0.2317,-0.1069,0.0439,0.0236,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.0493,0.0047,0.1021,0.1717,1,-0.2245,-0.0713,0.12,0.1522,0.1621,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.1721,-0.3668,-0.318,-0.2614,-0.2245,1,0.2973,0.3014,-0.3434,-0.1847,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1734,-0.232,3e-04,-0.2317,-0.0713,0.2973,1,0.2284,0.128,-0.0628,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.1633,-0.187,-0.2152,-0.1069,0.12,0.3014,0.2284,1,-0.1555,-0.0905,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.3071,0.0435,0.1928,0.0439,0.1522,-0.3434,0.128,-0.1555,1,0.3511,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.2793,0.2614,0.1769,0.0236,0.1621,-0.1847,-0.0628,-0.0905,0.3511,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.6351,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.8159,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.8339,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8964,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7334,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8694,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7605,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8323
