"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,-0.2539,-0.1834,-0.2281,-0.2172,0.1132,0.0995,0.2827,0.0818,0.129,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.2539,1,0.3358,-0.0148,0.0966,-0.4431,-0.2574,-0.2574,0.151,0.1422,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.1834,0.3358,1,0.1736,0.1996,-0.1265,-0.0847,-0.2234,0.0971,0.1275,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.2281,-0.0148,0.1736,1,0.3361,-0.2178,-0.2163,-0.401,-0.2347,-0.157,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.2172,0.0966,0.1996,0.3361,1,0.0828,-0.4745,-0.2535,0.0094,0.3644,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.1132,-0.4431,-0.1265,-0.2178,0.0828,1,0.377,0.4922,-0.2454,0.0178,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0995,-0.2574,-0.0847,-0.2163,-0.4745,0.377,1,0.5656,-0.0992,-0.4914,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.2827,-0.2574,-0.2234,-0.401,-0.2535,0.4922,0.5656,1,-0.1951,-0.3008,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0818,0.151,0.0971,-0.2347,0.0094,-0.2454,-0.0992,-0.1951,1,0.0546,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.129,0.1422,0.1275,-0.157,0.3644,0.0178,-0.4914,-0.3008,0.0546,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.7922,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.8704,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.7097,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.4711,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5412,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7221,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5586,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9992,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6385
