"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1726,0,0,0,0.3674,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.0022,0,-0.3018,0,0,0,0,0,0.5241,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.1294,0,0.2782,0,0,0,0,0,0.3776,0,0,0,0,0,0,0,0
"A_Rspct",0,-0.406,0,0.1208,0,0,-0.364,0,0,-0.295,0,0,0,0,0,0,0,0,0
"N_Depr",0.316,0,0,0,-0.1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,-0.2272,0,0,0,-0.3292,0,0,0,0,0,0,0,0,0
"N_EmoVol",0.4237,0,0,0,0,0,-0.0551,0,0,0,-0.2853,0,0,0,0,0,0,0,0.2803
"C_Prdctv",0,0,0,0,0,0,-0.4718,-0.1094,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,-0.292,0,0,0,0,0,0,-0.1432,0,0,0,0,0,0,0,0.3664,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
