"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.0817,0,0,0,0,0,0,-0.323,0,0,0,0,0,0,0,0,0,-0.5033,0
"E_EnerLev",0,-0.1061,0,0,0,0,0,0,0,0,0,0.4238,0,-0.2951,0,0,0,0,0
"A_Cmpn",0,0,-0.1051,0,0,0,0,0.3845,0,0,0,0,-0.306,-0.3346,0,0.5583,0.5743,-0.8192,0
"A_Rspct",0.5651,0,0,0.1871,0,0,0,0,0,0,0,0,0,0,0,0,-0.7751,0,0
"N_Depr",-0.3972,0,0,0,0.1649,0,-0.2896,0,0,-0.4675,0,-0.2484,0,0,0,0.4535,0,-0.2979,-0.3228
"N_Anxty",0,0,0,0,0,0.307,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",-0.2628,0,0,0,0,0,0.115,0,0,0,0,0.6324,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.122,0,0,0,0,0,-0.8535,0,0,0,-0.915,0
"C_Rspnbl",0,0,0,-0.5991,0,0,0.6585,0,-0.9836,0,0,1.1839,-1.2972,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
