"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.0013,0,0,0,0,0,0,0,0,0,0,0.2959,0,-0.4502,0,0.6843,0.2406,0,0.2353
"E_EnerLev",0,-0.0962,0,0,0,0,0,0,0,0.2418,0,0,0,0,0,0,0,0.545,0
"A_Cmpn",0,0,-0.1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,-0.234,0,-0.122,0,0,0,0,0,0,0,0.3176,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.2111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.2704,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.0335,0,0,-0.586,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.0449,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.0888,0,0,0,-0.2132,0,-0.2624,0,0.5284,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
