"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1274,0,0,0,0,0,0,0,0,0,0.1281,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1125,0
"A_Rspct",0,0.1112,0,0.1161,0,0,0,0,0,0,0,0.1099,0,0,0,0,0,0,0.1188
"N_Depr",0.1013,0,0,0,0.0995,0,0,0,0,0,0.0992,0,0,0,0,0.0971,0,0,0
"N_Anxty",0,0,0,0,0,0.0902,0,0.0889,0,0,0,0.0856,0,0.0858,0,0,0,0,0.0902
"N_EmoVol",0,0,0,0,0,0,0.1026,0,0,0.1012,0,0,0.1035,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1146,0,0,0,0,0,0,0,0.1141,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1139,0,0,0,0,0,0,0,0.1149,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
