"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1773,0,0,0,0,0,0,0.1857,0,0,0,0,0,0,0,0,0,0.2049,0
"E_EnerLev",0,0.1664,0,0,0,0,0,0,0,0,0,0.1641,0,0.1751,0,0,0,0,0
"A_Cmpn",0,0,0.1243,0,0,0,0,0.1298,0,0,0,0,0.1843,0.1723,0,0.1395,0.1505,0.2089,0
"A_Rspct",0.2062,0,0,0.1957,0,0,0,0,0,0,0,0,0,0,0,0,0.2953,0,0
"N_Depr",0.079,0,0,0,0.093,0,0.0747,0,0,0.0721,0,0.1141,0,0,0,0.103,0,0.0809,0.0835
"N_Anxty",0,0,0,0,0,0.1752,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0.134,0,0,0,0,0,0.13,0,0,0,0,0.1513,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.2702,0,0,0,0,0,0.4187,0,0,0,0.6723,0
"C_Rspnbl",0,0,0,0.2952,0,0,0.2272,0,0.3439,0,0,0.4135,0.3078,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
