"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1101,0,0,0,0,0,0,0,0,0,0,0.1099,0,0,0,0,0,0,0
"E_EnerLev",0,0.1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1076,0,0,0
"A_Cmpn",0,0,0.1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1007,0,0,0,0,0,0,0.1008,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.095,0,0,0,0,0,0.0942,0.0936,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.0987,0.0888,0,0,0.0892,0,0,0,0.0892,0,0,0,0,0.0941
"N_EmoVol",0,0,0,0,0,0,0.1092,0,0,0,0,0,0,0,0,0,0,0.1058,0
"C_Prdctv",0,0,0,0,0,0,0,0.1141,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1018,0,0,0,0,0,0,0,0.0969,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
