"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.129,0,0,0,0,0,0,0,0,0,0.5405,0,0,0,-0.2761,0,0,0,0
"E_EnerLev",0,-0.0229,0,0,-0.4358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.008,0,0,-0.3051,0,0,0,0.2582,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0.2964,-0.1865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.2273,0,0,0,0,0,0,0,0,0,0.3003,0,-0.3493,0,0
"N_Anxty",0,0,0,0,0,0.0284,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0.379,0,-0.1091,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.2739,0,0,0,0,0,0,0,0,0,0.3665,0.2828
"C_Rspnbl",0,0,0,0,0,0,-0.3112,0,0.2394,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
