"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1775,0,0,0,0,0,0,0,0.1786,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.2003,0,0,0,0,0,0,0,0.2037,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.182,0,0,0,0,0,0,0,0,0,0,0.1906,0,0,0,0,0
"A_Rspct",0,0,0,0.1504,0.1538,0,0,0,0,0,0.1405,0,0,0,0,0,0.1565,0,0
"N_Depr",0.0855,0.1475,0.0627,0.0943,0.1389,0.0759,0.0929,0.0783,0,0.0813,0.0932,0.0912,0.1151,0,0,0,0.0971,0,0.0907
"N_Anxty",0.1235,0,0,0,0,0.1368,0,0,0,0,0,0,0,0.1377,0,0,0.1316,0.1273,0
"N_EmoVol",0,0,0,0,0,0,0.2068,0,0,0,0,0,0,0.2294,0,0,0,0,0
"C_Prdctv",0,0.1802,0,0,0,0,0.184,0.1956,0,0,0,0,0,0,0,0.2117,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1828,0,0,0,0.1816,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
