"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",0.9717,0.103,0.0522,0.1698,0.2582,-0.0108,-0.1214,-0.037,0.0098,-0.0432,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.103,1,0.3446,0.1744,-0.0776,-0.0703,-0.2132,0.0135,0.1897,-0.0645,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.0522,0.3446,0.9999,0.3788,-0.0151,-0.0885,-0.1569,-0.1388,0.2223,0.4236,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.1698,0.1744,0.3788,0.9968,0.0759,0.0809,0.0753,0.0384,0.0736,0.118,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.2582,-0.0776,-0.0151,0.0759,0.9892,-0.1462,-0.0305,-0.1171,0.2271,0.0293,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.0108,-0.0703,-0.0885,0.0809,-0.1462,0.9892,0.5788,0.5393,-0.0361,0.1245,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.1214,-0.2132,-0.1569,0.0753,-0.0305,0.5788,0.9849,0.3836,0.0735,0.0606,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.037,0.0135,-0.1388,0.0384,-0.1171,0.5393,0.3836,0.9943,-0.1217,-0.0873,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0098,0.1897,0.2223,0.0736,0.2271,-0.0361,0.0735,-0.1217,0.9994,0.4265,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0432,-0.0645,0.4236,0.118,0.0293,0.1245,0.0606,-0.0873,0.4265,0.9654,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.9906,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.6739,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.8479,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8887,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9777,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6357,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6972,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9935,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8131
