"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1194,0,0,0,0,0,0,0,0,0,0.1177,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1313,0,0,0,0,0,0,0,0,0,0,0,0,0.1306,0
"N_Anxty",0,0,0,0,0,0.1188,0,0,0,0,0,0,0,0.1201,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1356,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1412,0.1347,0,0,0,0,0,0,0,0,0.128,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1267,0,0.127,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
