"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.2334,0,0,0,0,0,0,0,0,0,0.4173,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.1707,0,-0.422,0,0,0,-0.2721,0.6056,-0.3338,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.2147,0,0,0,0,0,0.3007,0,0,0,-0.3506,0,0,0,0,0
"N_Depr",0,0,0,0,0.041,0,0,0,0,0,0,0,0,0,0,0.5089,0,0,0
"N_Anxty",0,0,0,0,0,0.3173,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.3139,0,0,0,0,0,0,0,0.4291,0,0,0,0
"C_Prdctv",0,-0.3679,0,0,0,0,0,0.0207,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0.4031,0,0,0,0,-0.0724,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
