"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.2282,0,0,0,0,0,0,0,0,0,0.3056,0,0,0,0,0,0,0.3362,0
"E_EnerLev",0,0.1881,0,0,0,0.1895,0,0,0,0,0,0.2407,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.2014,0.1933,0,0,0,0,0,0.2859,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.1789,0,0.1742,0,0,0,0.1754,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0.1374,0,0.1447,0,0.1319,0,0.1336,0,0,0,0,0,0,0,0,0.147,0
"N_Anxty",0,0,0,0,0,0.1728,0,0,0.2051,0,0,0,0,0,0,0,0.1988,0,0
"N_EmoVol",0,0,0,0,0,0,0.1642,0,0,0,0,0,0.1695,0.1644,0,0,0,0,0
"C_Prdctv",0.0638,0.0702,0,0.0762,0,0,0.0658,0.0668,0,0.0878,0.079,0.072,0,0.0713,0,0,0,0.0639,0.0786
"C_Rspnbl",0,0,0,0.141,0.1484,0.1701,0,0,0.1725,0.2149,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
