"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1294,0,0,0,0
"E_EnerLev",0,0.1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1229,0
"A_Cmpn",0,0,0.1395,0,0,0,0,0,0,0,0,0,0,0.1318,0,0,0,0,0
"A_Rspct",0,0,0,0.136,0,0,0,0,0,0,0,0,0,0.2246,0,0,0,0,0
"N_Depr",0,0,0,0,1.6297,0,0,0,0,0,0,0,12.4511,0,14.6874,13.9903,0,0,0
"N_Anxty",0,0,0,0,0,0.1192,0,0,0,0,0,0,0,0.1857,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1225,0,0,0,0,0,0,0,0,0,0,0.1225,0
"C_Prdctv",0,0.1339,0,0,0,0,0,0.1256,0,0,0,0,0,0.1258,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1441,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
