"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6391,0
"E_EnerLev",0,0.197,0,0,0,0,0,0,-0.8207,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.1109,0,0,0,0.2536,0,0,0,0.8741,0,0,0,0,0,0,0,0
"A_Rspct",-0.5353,0,0,0.1267,0,0,0,0,0,0,0,0,0,0,0,-0.6538,0,0,0
"N_Depr",0,0,0,0,0.5661,-0.6203,0,0,0,0,0,-0.5964,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,-0.4219,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.229,0,0,0,0,0,0,0.5293,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.4852,0,0,0,0,0,0,0,0,0,0.9942,0
"C_Rspnbl",0,0.624,1.1445,0.1081,0.4477,0.2992,0,0.3808,-2.322,0,0,0,0,0,0,0,-1.0528,0,-2.0071
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
