"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1318,0
"E_EnerLev",0,0.1162,0,0,0,0.1164,0,0,0,0.1114,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.1311,0,0,0,0,0,0,0,0,0,0,0.1353,0,0,0,0,0
"A_Rspct",0,0,0,0.1255,0,0,0,0,0,0,0.1199,0,0,0,0,0,0,0,0.1305
"N_Depr",0,0,0,0,0.1282,0,0,0,0,0,0.1288,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1343,0,0,0,0,0,0,0,0,0,0.1343,0,0.1348,0
"N_EmoVol",0,0,0,0,0,0,0.1256,0,0,0,0,0,0,0.1281,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1374,0,0,0.136,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1379,0,0,0,0,0,0,0,0,0,0.1427
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
