"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1493,0.1862,0,0,0.1406,0,0,0,0,0,0,0,0,0,0.1385,0,0,0,0
"E_EnerLev",0,0.35,0.4147,0,0,0,0.4624,0,0,0,0,0,0,0.9205,0,0,0,0,0
"A_Cmpn",0,0,0.1677,0,0,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1807,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,0
"N_Depr",0.1468,0,0,0,0.1698,0,0,0,0,0,0.205,0,0,0,0,0,0.1883,0.2497,0
"N_Anxty",0,0.1705,0,0,0,0.1511,0.1579,0,0,0,0.1645,0,0,0.1557,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1797,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1745,0,0,0.199,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0.1898,0.1725,0.1658,0.1905,0.2734,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
