"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.0249,0,0.4554,0,0,0,0,0,0,0,0.3364,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.0595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.0695,0,0,0,0,0,0,0,0,0,0.3307,0,0,0,0,0.5072,0
"A_Rspct",0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3834
"N_Depr",0,0,0,0,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5419
"N_Anxty",0,0,0,-0.2915,0,0.1621,0,0,0,0,0,0,0,0.397,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.0957,0,0,0,0,0,0,0.4716,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.2594,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,-0.4009,0,0,0,0.112,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
