"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.0197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4517,0
"E_EnerLev",0,-0.3506,0,0,0,-0.3068,0,0,0,0.5585,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.1571,0,0,0,0,0,0,0,0,0,0,-0.3446,0,0,0,0,0
"A_Rspct",0,0,0,-0.2272,0,0,0,0,0,0,0.4888,0,0,0,0,0,0,0,0.333
"N_Depr",0,0,0,0,0.2872,0,0,0,0,0,-0.3342,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1311,0,0,0,0,0,0,0,0,0,0.2951,0,-0.3786,0
"N_EmoVol",0,0,0,0,0,0,0.2411,0,0,0,0,0,0,0.4028,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.0788,0,0,0.3613,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.3542,0,0,0,0,0,0,0,0,0,0.4388
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
