"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.0881,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3616,0,0,0,0
"E_EnerLev",0,-0.0147,0,0,0,0,0,0,0,0.4016,0,0,0,0,0,0,0.3202,0,0
"A_Cmpn",0,0,0.1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,-0.1347,0,0,0,0,0,0,0,0,0,-0.3117,0,0,0,0,0
"N_Depr",0,0,0,0,0.0856,0,0,0,0,-0.3225,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0.35,0,0,0.2128,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.0702,0,0,0,0,0,0,0.3328,0,0,0,0,0
"C_Prdctv",0,0,0,0.3871,0,0,0,0.0207,0,-0.2437,0,0.3101,0,0,0,0,0,0.2688,0
"C_Rspnbl",0,0,0,0,0,0.2675,0,0,-0.1078,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
