"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.0222,0,0,0,0,0,0,0,0.5702,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.3711,-0.3123,0,0,0,0,0,0,0.4091,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,-0.1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,-0.0547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.0197,0,0,0,0,0,0,0,0.4756,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1324,0,0,0,0,0,0,0,0.6097,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1199,0,0.4482,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.0939,0,0,0,0,0,0,0,0.4305,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
