"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.4351,0,-0.5079,0,0.4821,0,0,0,0,0,0,0,0,0,0,-0.4731,0.707,0,0
"E_EnerLev",0,0.1603,0,0,0,0,0,0,0,0,0,0,0.422,0,0,0,0.315,0,0
"A_Cmpn",0,0,-0.0026,0,0,0,0,0,0.4201,0.7854,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1452,0,0,0,0,0,0,0,0,0,0,0,-0.5261,0,0,0
"N_Depr",0,0,0,0,0.2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1362,0,0,0,0,0,0,-0.3174,0,0,0.3358,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1992,0,0,0,0,0,0,0.664,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.0163,0,0,0,-0.492,0,0,0,0,0,0.5202,0
"C_Rspnbl",0,0,0.3764,0,0,-0.3687,0,0,-0.2631,0,0,0,0,0,-0.3907,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
