"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1301,0,0,0,0,0,0,0,0,0,0.1304,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1238,0,0,0,0,0,0,0,0.1275,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1208,0,0,0,0.1215,0,0,0,0,0,0,0,0,0.1192,0.1241
"N_Anxty",0,0,0,0,0,0.1332,0,0,0,0,0,0,0,0,0,0.1345,0,0,0
"N_EmoVol",0,0,0,0,0.1301,0,0.1308,0,0,0,0,0,0,0.1041,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.109,0,0,0,0,0.1122,0.1117,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1325,0.1328,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
