"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1299,0.1369,0,0,0,0,0,0,0,0,0,0,0,0.1301,0,0,0,0,0
"E_EnerLev",0,0.1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1383,0,0
"A_Cmpn",0,0,0.1294,0,0,0,0,0,0.1293,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1473,0,0,0,0.1382,0,0,0,0,0,0,0,0.1461,0,0,0
"N_Depr",0,0,0,0,0.1519,0,0,0,0,0,0,0,0.1534,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.131,0,0,0,0,0,0,0.1234,0,0,0,0,0,0.1266
"N_EmoVol",0,0,0,0,0,0,0.1541,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0.1394,0,0,0,0,0.1447,0,0.1361,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1557,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
