"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,-0.037,-0.0408,-0.0597,0.0126,-0.3704,-0.0629,0.018,0.0535,0.0198,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.037,1,0.3195,0.1802,0.302,0.0772,-0.0395,0.1264,0.0115,0.1412,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.0408,0.3195,1,0.1934,0.3442,0.031,0.0703,-0.2569,0.295,0.2898,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.0597,0.1802,0.1934,1,0.2709,0.0379,-0.0826,-0.0723,0.0505,0.1104,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0126,0.302,0.3442,0.2709,1,-0.1004,-0.0593,-0.2083,0.1982,0.2872,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.3704,0.0772,0.031,0.0379,-0.1004,1,0.3052,0.52,-0.0765,-0.1432,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0629,-0.0395,0.0703,-0.0826,-0.0593,0.3052,1,0.2922,-0.0888,-0.0195,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.018,0.1264,-0.2569,-0.0723,-0.2083,0.52,0.2922,1,-0.3116,-0.2281,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0535,0.0115,0.295,0.0505,0.1982,-0.0765,-0.0888,-0.3116,1,0.3257,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0198,0.1412,0.2898,0.1104,0.2872,-0.1432,-0.0195,-0.2281,0.3257,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.9261,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.645,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.5849,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9323,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9957,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8236,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3557,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3472
