"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9789,-0.6578,0,0,-0.8617
"E_EnerLev",0,-0.4545,0,0,0,0,0,0,0,1.074,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.0152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4859,0
"A_Rspct",0,0,0,-0.1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4763,0.4679
"N_Depr",0,0,0,0,2e-04,0,0,0,-0.3022,0,0,0,0,0,0.5634,0,0,0,0
"N_Anxty",0,0,0,0,0,0.2242,0,0,0,0,-0.9687,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.0124,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.0668,0,0,0.5146,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,-0.4813,0,0,0,0,0,0.2161,0,0,0,0,0,-0.5164,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
