"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,-0.1377,0.0391,-0.0713,-0.0697,0.1476,0.2196,-0.0191,0.1931,0.1524,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.1377,1,0.3791,0.3923,0.2695,-0.3878,-0.3943,-0.2889,0.2196,0.2308,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.0391,0.3791,1,0.2943,0.1817,-0.4198,-0.2845,-0.2346,0.3589,0.4562,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.0713,0.3923,0.2943,1,0.3616,-0.4275,-0.3215,-0.3184,0.2513,0.296,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.0697,0.2695,0.1817,0.3616,1,-0.5222,-0.2748,-0.4945,0.1429,0.3037,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.1476,-0.3878,-0.4198,-0.4275,-0.5222,1,0.6739,0.4929,-0.4871,-0.3904,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.2196,-0.3943,-0.2845,-0.3215,-0.2748,0.6739,1,0.5184,-0.4083,-0.2901,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0191,-0.2889,-0.2346,-0.3184,-0.4945,0.4929,0.5184,1,-0.2858,-0.4984,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1931,0.2196,0.3589,0.2513,0.1429,-0.4871,-0.4083,-0.2858,1,0.2768,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.1524,0.2308,0.4562,0.296,0.3037,-0.3904,-0.2901,-0.4984,0.2768,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.8108,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.7267,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.7875,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8421,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.2553,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5614,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7073,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9972
