"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,0.0922,-0.1209,0.0036,0.1546,0.2514,0.1179,0.1043,-0.1709,-0.1054,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.0922,1,0.5563,0.0795,0.0514,-0.0323,0.1672,-0.1403,0.3652,0.2465,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.1209,0.5563,1,0.1783,0.1893,-0.1831,0.1803,-0.344,0.3531,0.2149,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0036,0.0795,0.1783,1,0.306,0.1229,0.2315,-0.1832,0.0963,0.2093,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1546,0.0514,0.1893,0.306,1,-0.1045,-0.0761,-0.2286,0.0276,0.0193,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.2514,-0.0323,-0.1831,0.1229,-0.1045,1,0.3746,0.422,-0.1398,-0.1091,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.1179,0.1672,0.1803,0.2315,-0.0761,0.3746,1,0.2709,3e-04,0.3038,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.1043,-0.1403,-0.344,-0.1832,-0.2286,0.422,0.2709,1,-0.1056,0.0267,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.1709,0.3652,0.3531,0.0963,0.0276,-0.1398,3e-04,-0.1056,1,0.5623,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.1054,0.2465,0.2149,0.2093,0.0193,-0.1091,0.3038,0.0267,0.5623,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.8747,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.6932,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.8394,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8491,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6895,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6928,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8516,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6643,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9595
