"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",0.9438,-0.0359,-0.0395,-0.058,0.0122,-0.3492,-0.0608,0.0174,0.0511,0.0192,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.0359,0.9978,0.3181,0.18,0.3008,0.0748,-0.0393,0.1256,0.0113,0.1411,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.0395,0.3181,0.9934,0.1928,0.3421,0.03,0.0698,-0.2548,0.2894,0.2888,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.058,0.18,0.1928,1,0.2701,0.0368,-0.0822,-0.072,0.0497,0.1104,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0122,0.3008,0.3421,0.2701,0.994,-0.0971,-0.0589,-0.2066,0.1945,0.2863,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.3492,0.0748,0.03,0.0368,-0.0971,0.9417,0.2947,0.502,-0.0731,-0.139,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.0608,-0.0393,0.0698,-0.0822,-0.0589,0.2947,0.9904,0.2893,-0.087,-0.0194,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0174,0.1256,-0.2548,-0.072,-0.2066,0.502,0.2893,0.9897,-0.3052,-0.2269,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0511,0.0113,0.2894,0.0497,0.1945,-0.0731,-0.087,-0.3052,0.9693,0.3207,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0192,0.1411,0.2888,0.1104,0.2863,-0.139,-0.0194,-0.2269,0.3207,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.9101,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.6906,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.6026,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9266,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7439,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7407,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7657,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3965,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2228
