"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",0.9454,0.117,0.0568,0.0155,0.1072,-0.2728,-0.3752,0.105,0.0795,0.0024,0,0,0,0,0,0,0,0,0
"E_Scbltylag",0.117,0.9842,0.4307,-0.1268,-0.0926,-0.2058,-0.0523,0.1249,-0.0196,0.0601,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.0568,0.4307,0.9973,0.1351,0.193,-0.1898,-0.1044,-0.1641,-0.1001,0.4045,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",0.0155,-0.1268,0.1351,0.9823,0.3539,-0.0326,0.0359,-0.3631,0.0489,0.2942,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.1072,-0.0926,0.193,0.3539,0.9795,-0.058,-0.087,-0.2584,0.0483,0.1932,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.2728,-0.2058,-0.1898,-0.0326,-0.058,0.9911,0.409,0.3296,-0.2942,0.1366,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.3752,-0.0523,-0.1044,0.0359,-0.087,0.409,0.9981,0.0707,-0.0272,-0.2164,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.105,0.1249,-0.1641,-0.3631,-0.2584,0.3296,0.0707,0.9912,-0.2663,-0.1767,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.0795,-0.0196,-0.1001,0.0489,0.0483,-0.2942,-0.0272,-0.2663,0.9999,0.2299,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.0024,0.0601,0.4045,0.2942,0.1932,0.1366,-0.2164,-0.1767,0.2299,0.9807,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.7732,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.6053,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.8081,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9496,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8103,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7092,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7448,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9042,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7388
