"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.1726,0,0,0,0,0,0,0,0.4516,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.0891,0,0,0,0,0,0,0.3038,0,0,0,0,0,-0.3873,0,0,0
"A_Rspct",0,0,0,-0.2331,0,0,0,0.4097,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0.3457,0,0.0708,0,0,0,0,0,0,0,0,0,0,0,0,-0.391,-0.7343
"N_Anxty",0,0,0,0,0,-0.3413,0,0,0,0,0,0,0,0.3502,0,0,0,-0.2803,0
"N_EmoVol",0,0,0,0,0,0,0.0372,0,0,0,0,0,0,0.374,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1903,0,0,0.5452,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.3383,0,0.3526,0,0.3588,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
