"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.124,0,0,0.1232,0,0,0,0,0,0,0,0,0,0.1254,0,0,0,0,0
"E_EnerLev",0,0.1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.1157,0,0.1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1183,0,0,0,0,0,0,0,0,0,0.1187,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1228,0,0,0,0,0,0,0,0,0,0,0,0.1138,0.126
"N_EmoVol",0,0,0,0,0,0,0.1208,0,0,0,0,0,0,0.1219,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1246,0,0,0,0,0,0.1269,0,0,0,0.1215,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
