"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.2335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.0161,0,0,0,0,0,0,0,0.6945,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.1228,0,0,0,0,0,0,0,0,0,0,-0.4533,0,0,0,0,0
"A_Rspct",0,0,0,0.1219,0,0,0,0.5029,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,-0.1815,0,0,-0.3705,0,0,-0.4668,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.2502,0,0,0,0,0,0,0,0.6114,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.3241,0,0,0,0,0,0,0.5904,0,0,0,-0.2651,-0.3125
"C_Prdctv",0,-0.1847,0.2816,0.255,0,0,0.4305,-0.2042,0,0,0.2602,0,0,-0.1942,0,0,0,0.5075,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1662,0,0.4725,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
