"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.0735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3459,0,0
"A_Cmpn",0,0,-0.1699,0,0,0,0,0,0,0,0,0,0,-0.4263,0,0,0,0,0.4691
"A_Rspct",0,0,0,-0.0775,0,0,0,0,0,0,0,0,0,0,0.4692,-0.2961,0,0,0
"N_Depr",0,0,0,0,0.6172,0.4486,0,0,0,0,0,0,0,0,-1.1308,0,0,0,0
"N_Anxty",0,0,21.0653,0,0,-28.0471,0,0,0,0,0,0,0,66.4124,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.0814,0,0,0,0,-0.3348,0,0,0,0,-0.3792,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.3298,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.0178,0,0,0.4554,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
