"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.1198,0.1151,0,0,0,0,0,0,0,0,0.1112,0,0,0,0,0,0,0.1176
"A_Cmpn",0,0,0.1219,0,0,0,0,0,0,0,0,0,0,0,0,0.1221,0,0,0
"A_Rspct",0,0,0,0.1167,0,0,0.1126,0.1057,0,0,0,0.1091,0,0,0,0,0,0.1055,0
"N_Depr",0.1119,0,0,0.1162,0.1135,0,0,0,0,0,0,0,0,0,0.1129,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1234,0,0,0,0,0,0,0,0,0,0.1235,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1271,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0.1177,0,0,0,0,0.118,0,0,0,0,0,0,0,0,0,0.1181,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1231,0,0,0,0,0,0,0.1232,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
