"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,-0.0526,0.0096,-0.1472,-0.345,0.1501,0.0712,0.1934,-0.0027,-0.0888,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.0526,1,0.2082,-0.0198,0.0343,-0.2829,-0.2581,-0.0699,0.0226,0.2203,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.0096,0.2082,1,0.0036,-0.0054,-0.132,-0.2491,-0.087,0.1126,0.1752,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.1472,-0.0198,0.0036,1,0.1374,-0.2308,0.044,-0.2903,-0.1536,0.0419,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.345,0.0343,-0.0054,0.1374,1,-0.0163,-0.0351,-0.1972,0.0921,-0.0654,0,0,0,0,0,0,0,0,0
"N_Deprlag",0.1501,-0.2829,-0.132,-0.2308,-0.0163,1,0.365,0.2567,0.0372,-0.2069,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.0712,-0.2581,-0.2491,0.044,-0.0351,0.365,1,0.3907,0.001,-0.2354,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.1934,-0.0699,-0.087,-0.2903,-0.1972,0.2567,0.3907,1,0.0118,-0.1139,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",-0.0027,0.0226,0.1126,-0.1536,0.0921,0.0372,0.001,0.0118,1,0.1814,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0888,0.2203,0.1752,0.0419,-0.0654,-0.2069,-0.2354,-0.1139,0.1814,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.9639,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.9856,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.9108,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6644,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8847,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8445,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9032,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9771,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.998
