"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.2354,0.564,0,0,0.6726,0,0,0,0,0,0,0,0,0,-0.5759,0,0,0,0
"E_EnerLev",0,0.1238,0.7126,0,0,0,0.9687,0,0,0,0,0,0,1.2457,0,0,0,0,0
"A_Cmpn",0,0,-0.3082,0,0,0,0,0.5245,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1537,0,0,0,0,0,0,0,0,0,0,0,0,0.3438,0,0
"N_Depr",-0.2785,0,0,0,0.5156,0,0,0,0,0,-0.7183,0,0,0,0,0,0.3521,-0.6816,0
"N_Anxty",0,0.5139,0,0,0,0.1526,0.4007,0,0,0,-0.4756,0,0,0.4445,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.3265,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.0649,0,0,0.3073,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,-0.362,0.4971,-0.5265,-0.3544,1.0961,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
