"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.0763,0,0,0,0,0,0,0,0,0,0.4112,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.0122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6068,0,0
"A_Cmpn",0,0,-0.1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0.4039,-0.1006,0,0,0,-0.3083,0,0,0,0,0,-0.4838,0,0,0,0,0
"N_Depr",0,0,0,0,0.0892,0,0,0,0,0,0,0,0,0,0,0.4769,0,0,0
"N_Anxty",0,0,0,0,0,0.0731,0,0,0,0,0,0,0,0.6809,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1192,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1223,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.2154,0,0,0,0,0,0,0,0.3981,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
