"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.3077,0,0,0,0,0,0,0,0,0,0.7752,0,0,0,0,0,0,-0.4937,0
"E_EnerLev",0,0.3138,0,0,0,0.6147,0,0,0,0,0,-0.5679,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.1281,-0.3613,0,0,0,0,0,0.5761,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0.3577,0,-0.0319,0,0,0,-0.3261,0,0,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,-0.646,0,0.4065,0,-0.3133,0,0.5582,0,0,0,0,0,0,0,0,0.355,0
"N_Anxty",0,0,0,0,0,-0.2515,0,0,-0.3926,0,0,0,0,0,0,0,-0.6526,0,0
"N_EmoVol",0,0,0,0,0,0,-0.2682,0,0,0,0,0,-0.3968,0.3757,0,0,0,0,0
"C_Prdctv",-0.2506,0.1294,0,-0.2931,0,0,-0.238,-0.401,0,0.3492,-0.2016,-0.2791,0,-0.5386,0,0,0,0.457,0.1748
"C_Rspnbl",0,0,0,-0.2732,-0.3307,-0.2547,0,0,-0.654,0.738,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
