"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.0216,0,0,0,0,0,0,0,0,0,0.4315,0,0,0,0,0,0,0,0
"E_EnerLev",0,0.2655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,-0.2391,0,0,0,0,0,0,0,0.4625,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,-0.1404,0,0,0,-0.5274,0,0,0,0,0,0,0,0,-0.269,-0.3438
"N_Anxty",0,0,0,0,0,0.0796,0,0,0,0,0,0,0,0,0,0.3125,0,0,0
"N_EmoVol",0,0,0,0,0.3992,0,-0.1986,0,0,0,0,0,0,0.6027,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.0118,0,0,0,0,-0.2857,-0.607,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.0704,0.3208,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
