"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2096,0
"E_EnerLev",0,0.1876,0,0,0,0,0,0,0.1881,0,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.0898,0,0,0,0.0979,0,0,0,0.0888,0,0,0,0,0,0,0,0
"A_Rspct",0.2355,0,0,0.2207,0,0,0,0,0,0,0,0,0,0,0,0.1666,0,0,0
"N_Depr",0,0,0,0,0.2072,0.1851,0,0,0,0,0,0.1948,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.2515,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.2393,0,0,0,0,0,0,0.226,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.2199,0,0,0,0,0,0,0,0,0,0.2403,0
"C_Rspnbl",0,0.0571,0.062,0.0305,0.0321,0.0288,0,0.0347,0.0668,0,0,0,0,0,0,0,0.0587,0,0.0645
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
