"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,11.3392,0,0,0,0,0,0,0,0,0,0,0,25.172,0,0,0,0,10.218
"A_Cmpn",0,0.1379,0.1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.1559,0,0,0,0,0,0,0,0,0,0,0,0.1434,0,0.1454,0
"N_Depr",0,0,0,0,0.2029,0,0,0,0,0,0.3437,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1161,0,0.1185,0,0,0,0,0,0.119,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1443,0,0,0,0,0,0,0,0.1444,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1845,0,0,0,0,0,0,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0.1513,0.1508,0,0,0,0,0,0,0,0.1309,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
