"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.2605,0,0,-0.3486,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0
"E_EnerLev",0,0.0771,0,0,0,0,0,0,0,0.4845,0,0,0,0,0,0,0,0.2784,0
"A_Cmpn",0,0,0.1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4115,0
"A_Rspct",0,0,0,0.1379,0,0,0,0,0,0.5345,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,-0.0178,0.2978,0,0,0,0,0,0,0,0,0.3281,0,0,0,0
"N_Anxty",0,0,0,0,0,0.3512,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.2953,0,0,0,0,0,0,0.5518,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.1047,0,0,0,0.4476,0,0,0,-0.3695,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1394,0,0,0,0,0,-0.4448,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
