"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.2656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.5222,0,0.388,0,0,0,0,0,0.2922,0,0,0,0,-0.3481,0,0,0,-0.3713
"A_Cmpn",0,0,-0.4881,0,0,0,0,0,0,0.4452,0,0,0,0,0,0,-0.5363,0,0
"A_Rspct",0.3433,0,0,-0.429,0,0.3014,-0.4292,0,0,0,0.3808,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,-0.1282,0,0,0,0,0,0.6867,0,0,0,0,0,-0.7175,0,0
"N_Anxty",0,0,0,0,0,0.3768,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1104,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0.3909,0,0,0.3818,0,0,0,0,0,0,0,0,0,1.0643,0
"C_Rspnbl",0.6657,0,0,0,0,0,0.534,0,-0.3906,0,0,0.6471,0,0.889,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
