"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.0894,0,0,0,0,0,0,0,0.5126,0,0,0,0.3115,-0.5456,0,0,0,0,0
"E_EnerLev",0,0.0622,0,0,0,0,0,0,0,0,0,0,0.4881,-0.2531,-0.4178,0,0,0,0
"A_Cmpn",0,0,0.1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A_Rspct",0,0,0,0.0864,0,0,0,0,0,0,0,0.6341,0,0,0,0,-0.4899,0,0
"N_Depr",0,0,0,0,-0.159,0,0,0,0,0,0,-0.3401,0,0,0,0.5642,0,0,0
"N_Anxty",0,0,0,0,0,0.1459,0,0,0,-0.8215,0,0,0,0,0,0,0,0.7408,0
"N_EmoVol",0,0,-0.3506,0,0,0,0.1857,0,0,0,0,0,0,0,0,0,0,0,0
"C_Prdctv",0.9433,0,-0.8007,0.4903,0,-0.201,0.4294,-0.1835,0,0,0,0,0.6424,0,-0.3774,0,0,0,0
"C_Rspnbl",0,0,0,0.2885,0,0,0,0,-0.1313,0,0,0,0,-0.4377,0,0,0.6581,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
