"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.1444,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4123,0,0,0,0
"E_EnerLev",0,-0.2343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4617,0
"A_Cmpn",0,0,0.2501,0,0,0,0,0,0,0,0,0,0,-0.4099,0,0,0,0,0
"A_Rspct",0,0,0,0.1677,0,0,0,0,0,0,0,0,0,-0.9172,0,0,0,0,0
"N_Depr",0,0,0,0,0.4323,0,0,0,0,0,0,0,5.2966,0,-6.2244,6.3677,0,0,0
"N_Anxty",0,0,0,0,0,0.2665,0,0,0,0,0,0,0,1.0264,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.177,0,0,0,0,0,0,0,0,0,0,-0.495,0
"C_Prdctv",0,-0.3671,0,0,0,0,0,0.0926,0,0,0,0,0,-0.4007,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.0529,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
