"","cumsumT","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"cumsumT",1,-0.0424,0.1287,-0.0456,0.0775,-0.3067,-0.432,0.0296,0.3796,-0.0157,0,0,0,0,0,0,0,0,0
"E_Scbltylag",-0.0424,1,0.1937,0.0297,0.0306,0.1603,-0.0049,-0.0013,0.0476,0.0295,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",0.1287,0.1937,1,0.1621,0.0671,0.3386,-7e-04,-0.1789,0.3408,-0.0859,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.0456,0.0297,0.1621,1,0.0058,0.0109,0.1689,-0.2566,-0.0276,0.1298,0,0,0,0,0,0,0,0,0
"A_Rspctlag",0.0775,0.0306,0.0671,0.0058,1,-0.1062,-0.0139,-0.1429,-0.0795,-0.0367,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.3067,0.1603,0.3386,0.0109,-0.1062,1,0.2124,0.1291,-0.1246,-0.0424,0,0,0,0,0,0,0,0,0
"N_Anxtylag",-0.432,-0.0049,-7e-04,0.1689,-0.0139,0.2124,1,0.1358,-0.2274,-0.0753,0,0,0,0,0,0,0,0,0
"N_EmoVollag",0.0296,-0.0013,-0.1789,-0.2566,-0.1429,0.1291,0.1358,1,-0.232,-0.0258,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.3796,0.0476,0.3408,-0.0276,-0.0795,-0.1246,-0.2274,-0.232,1,0.2162,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",-0.0157,0.0295,-0.0859,0.1298,-0.0367,-0.0424,-0.0753,-0.0258,0.2162,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0,0.9973,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0,0.7418,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0,0.9704,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9724,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9063,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9997,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7569,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99
