"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1507,0,0,0.1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1309,0
"E_EnerLev",0,0.1088,0,0,0,0,0,0,0,0.1141,0,0,0,0,0,0,0,0.1158,0
"A_Cmpn",0,0,0.1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1301,0
"A_Rspct",0,0,0,0.1241,0,0,0,0,0,0.1242,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1398,0.1419,0,0,0,0,0,0,0,0,0.1352,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1369,0,0,0,0,0,0,0,0,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,0.1078,0,0,0,0,0,0,0.1084,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1137,0,0,0,0.1143,0,0,0,0.1143,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0.1266,0,0,0,0,0,0.1254,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
