"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",-0.1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"E_EnerLev",0,-0.1788,0,0,0,0,0,0,0,0.5397,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,-0.1097,0,0,0,0,0,0,0,0,0,0.3863,0,0,0,0,0,0
"A_Rspct",0,0,0,-0.0777,0,0,0,0,0,0,0.4563,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.0531,0,0,0,0,0,-0.7203,0,0,0,0,0,0,0,0
"N_Anxty",0,0,0,0,0,0.1085,0,0,0,0,0,0,0,0.6773,0,0,0,0,0
"N_EmoVol",0,0,0,0,0,0,-0.1786,0,0,0,0,0,0,0.65,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,-0.1899,0,0,0,0,0,-0.4443,0,0,0,0,0
"C_Rspnbl",0,0,0,0,0,0,0,0,-0.1572,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
