"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl","cumsumT"
"E_Scblty",0.1282,0,0,0,0,0,0,0,0,0,0,0,0,0.1244,0,0,0.1313,0,0
"E_EnerLev",0,0.1323,0,0,0,0,0,0,0,0.1335,0,0,0,0,0,0,0,0,0
"A_Cmpn",0,0,0.1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0
"A_Rspct",0,0,0,0.1303,0,0,0,0,0,0.1276,0,0,0,0,0,0,0,0,0
"N_Depr",0,0,0,0,0.1225,0,0,0,0,0,0,0,0,0,0.1231,0,0,0,0
"N_Anxty",0,0,0,0.1045,0,0.1104,0,0,0,0,0,0,0,0,0,0.1034,0,0.1024,0
"N_EmoVol",0,0,0,0,0,0,0.1239,0,0,0,0,0.123,0,0,0,0,0,0,0
"C_Prdctv",0,0,0,0,0,0,0,0.1362,0,0,0,0,0,0,0,0,0,0,0.1392
"C_Rspnbl",0,0.1285,0,0,0,0,0,0,0.1287,0,0,0,0,0,0,0,0,0,0
"cumsumT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
