"","E_Scbltylag","E_EnerLevlag","A_Cmpnlag","A_Rspctlag","N_Deprlag","N_Anxtylag","N_EmoVollag","C_Prdctvlag","C_Rspnbllag","E_Scblty","E_EnerLev","A_Cmpn","A_Rspct","N_Depr","N_Anxty","N_EmoVol","C_Prdctv","C_Rspnbl"
"E_Scbltylag",1,-0.088,-0.1418,-0.3323,-0.025,0.1306,-0.0141,0.1205,0.2673,0,0,0,0,0,0,0,0,0
"E_EnerLevlag",-0.088,1,0.1424,0.1808,0.3758,-0.0362,0.0355,0.0518,0.0809,0,0,0,0,0,0,0,0,0
"A_Cmpnlag",-0.1418,0.1424,1,0.1005,0.0825,-0.0212,0.1485,0.0448,0.0951,0,0,0,0,0,0,0,0,0
"A_Rspctlag",-0.3323,0.1808,0.1005,1,0.1363,0.0674,-0.3306,0.0154,-0.0022,0,0,0,0,0,0,0,0,0
"N_Deprlag",-0.025,0.3758,0.0825,0.1363,1,-0.0471,0.2364,0.1453,0.1197,0,0,0,0,0,0,0,0,0
"N_Anxtylag",0.1306,-0.0362,-0.0212,0.0674,-0.0471,1,-0.0117,0.0862,0.1222,0,0,0,0,0,0,0,0,0
"N_EmoVollag",-0.0141,0.0355,0.1485,-0.3306,0.2364,-0.0117,1,0.1647,-0.1952,0,0,0,0,0,0,0,0,0
"C_Prdctvlag",0.1205,0.0518,0.0448,0.0154,0.1453,0.0862,0.1647,1,0.4544,0,0,0,0,0,0,0,0,0
"C_Rspnbllag",0.2673,0.0809,0.0951,-0.0022,0.1197,0.1222,-0.1952,0.4544,1,0,0,0,0,0,0,0,0,0
"E_Scblty",0,0,0,0,0,0,0,0,0,0.8151,0,0,0,0,0,0,0,0
"E_EnerLev",0,0,0,0,0,0,0,0,0,0,0.6163,0,0,0,0,0,0,0
"A_Cmpn",0,0,0,0,0,0,0,0,0,0,0,0.9053,0,0,0,0,0,0
"A_Rspct",0,0,0,0,0,0,0,0,0,0,0,0,0.7369,0,0,0,0,0
"N_Depr",0,0,0,0,0,0,0,0,0,0,0,0,0,1.8518,0,0,0,0
"N_Anxty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872,0,0,0
"N_EmoVol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7576,0,0
"C_Prdctv",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4358,0
"C_Rspnbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9356
